title,price,rating,num_ratings,manufacturer,about_item,product_url
Fotox Silicone Protective Camera Case Cover for EOS 5D Mark III Black Silicone Cover with Protector,1150,5.0,1,Fotox,"1. It is made of strechable, tenacious, soft high quality healthy material.

2.Silicone camera cover, soft, durable and washable, perfect your camera.

3.Protect housing and keypad against scratching, scraping and abrasion, moreover all function can be used freely.

4.Good touch feeling.

for CANON 5D III",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5ODExNjE3Njg1NzI5NDM6MTc0NDA2MzE2NTpzcF9tdGY6MzAwMzU0NjI4Mzk1ODMyOjowOjo&url=%2FFotox-Silicone-Cover-5D-III%2Fdp%2FB0C16V57G1%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0%26dib_tag%3Dse%26keywords%3Dphoto%2Bcamera%26qid%3D1744063165%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Fotox 80D Camera Cover for Canon,1589,,,FOTOX,"The camera cover protects your camera whilst leaving it fully functional

It protects against bumps, scratches, sand and dust",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5ODExNjE3Njg1NzI5NDM6MTc0NDA2MzE2NTpzcF9tdGY6MzAwMzU0NjI4Mzk2MTMyOjowOjo&url=%2FFotox-80D-Camera-Cover-Canon%2Fdp%2FB0C16MK9P5%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0%26dib_tag%3Dse%26keywords%3Dphoto%2Bcamera%26qid%3D1744063165%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"RAS 4K 30Fps Action Ultra Hd Camera with Accessories Kit | WiFi | 16 MP | 170 Degree Wide Angle Lens | 98FT Underwater Waterproof ditgital Camera for YouTube Vlogging, Bike Helmet vlogging (Black)",1398,3.1,13,,"4K 30FPS Action Camera Ultra HD Underwater Camera 170 Degree Wide Angle 98FT Waterproof Camera (4K AC), BrandIBS Connectivity TechnologyWi-Fi, USB, HDMI Flash Memory TypeMicro SD Colour4K AC Special FeatureWaterproof, Time Lapse Screen Size2 Inches Photo Sensor TechnologyCMOS Camcorder typeAction Camera Video Capture Resolution4K Lens TypeZoom",https://www.amazon.in/Accessories-Underwater-Waterproof-ditgital-Vlogging/dp/B0DQ5NTMPK/ref=sr_1_13?dib=eyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0&dib_tag=se&keywords=photo+camera&qid=1744063165&sr=8-13
Video Camera Camcorder kimire Digital Camera Recorder Full HD 1080P 15FPS 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder Camera with 2 Batteries(Black),6495,4.1,"6,092",Kimire,"Video Camera as Webcam: The video camera is useful to take the beautiful photos and share it in your Youtube. It can be used as webcam when the camera connect the computer. Please operate the camera button to choose the PC CAM mode. When the AMCAP window is opened, from which shooting object through the camera will be showed on this window. You can have a video call with your families or friends. Please download the software AMCAP before use the webcam function

Multifunction Camcorder: 1080P 15fps Video Resolution, 24MP Image Resolution, image format JPEG, video format AVI, 16X digital zoom, camcorder with fill light, 3.0 inch LCD and supports 270 degree rotation, Anti-shake, Face Capture, Beauty Function, Self-timer and Webcam function, Pause function, USB 2.0, TV Output, Setting Date and Time

Pause Function: This video camera supports Pause function, so you can pause the recording when you need,then continue recording again without starting a new one, which makes it easier for you to edit and upload the videos. This video camera included a USB cable, you can connect it directly to the computer to upload videos. This video camera included a AV cable, you can connect it directly to the TV to playback the videos

Recording While Charging: The camcorder come with two NP FV5 batteries. It allows you to keep recording around 60 to 90 minutes when it's fully charged. For the first time use need to charge more than 8 hours. The camcorder support the recording while charging,good to record long videos anytime

Small and Compact Camcorder: The camcorder supports SD card and SDHC card up to 128GB not included, just remember to format the SD card before use the camcorder first time. The camcorder support the tripod not included connection and the hole is standard size",https://www.amazon.in/Camcorder-Digital-Recorder-Rotation-Batteries/dp/B08K7HFMX4/ref=sr_1_14?dib=eyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0&dib_tag=se&keywords=photo+camera&qid=1744063165&sr=8-14
"Focusify Digital Camera, 4K Cameras for Photography, Digital Point and Shoot Camera with 56Mp Autofocus 20X Zoom Anti Shake, Video Camera with 32GB SD Card for Adults, Teens, Beginners(Pink)",3995,3.7,94,Focusify,"Crystal Clear Imaging: Capture stunning visuals with a 56MP sensor that ensures every detail is preserved, providing images in unparalleled clarity. Whether you're snapping breathtaking landscapes or intimate portraits, the camera's high resolution ensures vivid and lifelike pictures.

Versatile Video Capabilities: Seamlessly transition from photography to video graphy with 4K Ultra HD and 1080p video recording capabilities. Preserve your memories in cinematic quality, and share your adventures with friends and family in stunning high definition.

Zoom In, Stand Out: Elevate your photography game with the 20X digital zoom feature, allowing you to get up close and personal with your subjects without compromising image quality. From distant landscapes to wildlife, this camera ensures that no detail goes unnoticed.

On-the-Go Convenience: Designed for travel enthusiasts, this portable digital camera is compact and lightweight, making it the perfect companion for your adventures. Slip it into your pocket or bag, and capture moments wherever you go. It's not just a camera; it's a travel essential.

Multifunctional Marvel: Beyond its primary role as a powerful camera, this device doubles as a webcam, enhancing your virtual meetings with crisp and clear video. Its multifunctionality makes it a versatile gadget for both professional and personal use, adapting to your diverse needs effortlessly.",https://www.amazon.in/Focusify-Digital-Photography-Autofocus-Beginners/dp/B0D2CT2FXR/ref=sr_1_15?dib=eyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0&dib_tag=se&keywords=photo+camera&qid=1744063165&sr=8-15
"Iweukjlo Digital Camera, Kids Camera with 32Gb Card Fhd 1080P 44Mp Vlogging Camera with LCD Screen 16X Zoom Compact Portable Mini Rechargeable Camera Gifts for Students Teens Adults Girls Boys-Black",3469,3.9,697,IWEUKJLO,"[Multifunctional Digital Camera] Featured With Fill Light,Anti-Shaking,Continuous Shooting,Face Detection,Smile Capture,Self-Timer,Internal Microphone And Speaker(Record Sound Videos). This Portable Camera Will Allows You To Capture The Most Exciting And Memorable Moments With High Quality Photos Or Videos. Totally Fits Your Demand, Have Fun And Record Wonderful Times With Friends, Family Members And Classmates.

[1080P 44MP FHD Digital Camera] This kids camera featured with 1080P FHD video resolution,44MP (max) picture pixel, largely enhancing image clarity, compare with other kid cameras. This children mini camera supports 16X digital zoom, you can zoom in or out images by using the W T button. The pause function allows you to pause when record or playback videos. And the built-in fill light helps you to take quality pictures in the dark.

[Vlogging Record & Webcam] Equipped with video mode and a built-in microphone, you can record more stable and smooth videos. This digital camera can also be used as a webcam, so you can make video calls or live stream and share your life on social media. The included Type-C cable and 32GB TF Card support the transfer of photos and videos from the camera to your computer for timely photo collection and storage.

[Portable & Easy to Use Camera ] Smaller than smartphone, this compact mini pocket camera is small enough to fit your pocket or backpack, you could bring it to capture happy moments anytime,anywhere. This point-and-shoot digital camera for 4-15 year old kids is made of high-grade and eco-friendly materials, safe and durable. The pocket camera is small and lightweight for kids and teens to hand-held, and super easy to use and control.

[Perfect After-Sales Maintenance] This is a cost-effective entry-level digital point and shoot camera ,easy to operate,ideal gift for kids,adult,seniors,students,beginners. Let your kids start to explore the wonderful world and leave impressive moments. Any problem or suggestion, please get in touch with us.",https://www.amazon.in/Vlogging-Portable-Rechargeable-Students-Boys-Black/dp/B0B6HYGK65/ref=sr_1_16?dib=eyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0&dib_tag=se&keywords=photo+camera&qid=1744063165&sr=8-16
"Eddioklp 4K Digital Camera With 40X Zoom,64Mp Dslr Camera For Photography Beginners,Autofocus 1080P Hd Vlogging Camera With Eis,32Gb Sd Card,2 Batteries",9999,2.6,3,Eddioklp,"📸 Professional Photography Capability:Elevate your photography experience with this multifunctional digital camera, capturing live performances with astonishing clarity and detail. Its 64MP ensures exceptional image quality, while manual adjustments to aperture size and shutter speed provide greater creative control and scene customization.

🎥 4K Video Recording Ability:Beyond just photography, this professional camera excels in videography, offering a maximum 4K/30FPS video resolution. Whether capturing concerts, video logs, or online tutorials, its high-definition lens ensures professional-grade results. Moreover, compatibility with PC webcam streaming and video calling expands its utility for content creators.

🔍 40x Zoom Functionality:Featuring a powerful 40x zoom effect, this camera captures distant subjects with incredible detail, ideal for wildlife photography, concert performances, and even moonlit nights. The combination of 10x optical zoom and 4x digital zoom offers flexibility in framing shots, ensuring you never miss a moment.

🎨 Creative Multifunctionality:Explore various shooting modes like time-lapse, continuous shooting, and slow-motion, catering to diverse creative needs. The built-in fill light enhances low-light photography, perfect for capturing concerts or events in dimly lit environments. Included accessories such as the 32GB memory card provide instant usability, catering to both photography enthusiasts and beginners.

📶 Seamless Connectivity and Sharing:With WiFi and HDMI output capabilities, instantly share your photos and videos with friends and family, whether uploading to social media or connecting to a TV for a larger audience. This camera not only captures moments but also facilitates instant sharing, enhancing the overall experience of documenting and sharing memories.

🎁 Perfect Gift for Photography Enthusiasts:Featuring a stylish design and comprehensive accessory package, including two lithium batteries for extended use, this digital camera is an ideal gift choice for anyone passionate about photography or videography. Elevate your photography game and unleash your creativity with this professional-grade camera, your perfect companion on the journey to becoming a skilled photographer.",https://www.amazon.in/Eddioklp-Photography-Beginners-Autofocus-Batteries/dp/B0DBQ5NY4D/ref=sr_1_17?dib=eyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0&dib_tag=se&keywords=photo+camera&qid=1744063165&sr=8-17
Fujifilm Instax Mini 12 Instant Camera-Purple,7499,4.1,"3,844",instax,"Take bright photos no matter where and when!

Easy to use for the perfect close-up",https://www.amazon.in/Fujifilm-Instax-Mini-Instant-Camera-Purple/dp/B0BX8V5SDW/ref=sr_1_18?dib=eyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0&dib_tag=se&keywords=photo+camera&qid=1744063165&sr=8-18
Fujifilm Instax Mini 11 Instant Camera (Lilac Purple) Gift Box with 10 Shots,6999,4.3,"1,865",Fujifilm,"In Gift Box - Instax Mini 11 Camera + Instax Mini Film Pack 10x1 + Instax Photo Bunting + Instax Photo Album + Batteries + Camera Strap + Warranty Card + Instruction Manual

Live Life and Play with five stylish colors

Selfies & Close-ups Never look better

The high performance flash automatically calculates surrounding brightness and adjusts shutter speed accordingly- no need for any special settings

High-Key mode : Take brighter pictures with a soft look - perfect for portraits",https://www.amazon.in/Fujifilm-Instax-Mini-Instant-Camera/dp/B08TS97385/ref=sr_1_19?dib=eyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0&dib_tag=se&keywords=photo+camera&qid=1744063165&sr=8-19
"Sony Alpha ILCE 6100L 24.2 MP Mirrorless Digital SLR Camera with 16-50 mm Power Zoom Lens | APS-C Sensor | Fast Auto Focus,Real-time Eye AF,Real-time Tracking | 4K Vlogging Camera - Black",61490,4.5,445,Sony,"Real time eye AF for still + Animal Eye AF;Real time tracking

World fastest 0.02 Sec AF speed with 425 phase detection and contrast points;24.2MP, EXMOR CMOS sensor with outstanding light sensitivity

11 FPS continuous shooting with AF/AE;180 degree tilt able touch LCD screen

ISO sensitivity up to 102400;High resolution, sensitivity and colour reproduction capability;Smooth and stable AF;Country of Origin: China

Compatible Mountings: Sony E",https://www.amazon.in/Sony-Mirrorless-Real-time-Tracking-Vlogging/dp/B081JS1Q2Y/ref=sr_1_20?dib=eyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0&dib_tag=se&keywords=photo+camera&qid=1744063165&sr=8-20
"Instant Print Camera for Kids - 1080P HD, 48MP, SD Card, Bluetooth, Free App, 3 Rolls Print Paper, Stickers, Fun Filters, Gift for Boys and Girls - Pink Camera for Kids 4-12 y (Blue)",2999,4.2,8,TOES,"🎨 Instant Camera Printing: Capture magical moments and see them printed instantly with inkless thermal printing (4 BPA-free rolls included)! Decorate photos with stickers for endless creative fun.

🦉 Kid-Friendly Design: Owl shape kid camera with cute luminous ears, time-lapse, music, games & more to keep them entertained for hours! Connect to the free downloadable app for additional customization options. A great toddler camera.

📷 High-quality imaging: Our Instant Camera for kids boasts of Dual Lenses, capturing stunning 48MP photos and 1080P videos and 10x zoom for crystal-clear memories for adventures of all kinds. We haven't sacrificed quality for fun!

🦺 Safety & Durable: Our kids camera instant print is BPA-free, built with safe materials, shockproof shell & eco-friendly printing - perfect for little explorers.

🎁 Perfect Gift: The ideal birthday, holiday, or anytime present for boys and girls aged 3-12. Long Battery Life (up to 3 hours). Includes: SD card, USB Type-C cable, and wrist lanyard. Our camera for kids also features Bluetooth.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5ODExNjE3Njg1NzI5NDM6MTc0NDA2MzE2NTpzcF9idGY6MzAwNDg2NTQ1MjU1MTMyOjowOjo&url=%2FInstant-Print-Camera-Kids-Bluetooth%2Fdp%2FB0DR343H49%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0%26dib_tag%3Dse%26keywords%3Dphoto%2Bcamera%26qid%3D1744063165%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Tygot Water Resistant Camera Backpack with Extra Front Pocket Photographers Bag with Rain Cover Tripod Holder Compatible for Sony Nikon Canon Panasonic DSLR (Black & Orange),499,3.8,656,,"CARRY ALL YOUR GEAR: This bag enables you to carry your DSLR/SLR camera, lens, tripod, , flashlight, and other accessories conveniently. It also has space for lenses, drones, batteries, cables, chargers, cleaners, and other accessories.

USEFUL FEATURES: Dimensions 14 inch * 11 "" * 5 inches & weight is 700 grams Black & orange outside color with grey interior color comes with padded adjustable dividers Tripod holding strap & Rain cover

DIVIDERS: It comes with padded dividers. These may be removed to make space for different types of gear or if you want to use this as a regular backpack.

TRIPOD STRAPS: It is equipped with strong straps to secure your tripod.

UNIVERSAL COMPATIBILITY: You may use this bag for all top DSLR/SLR camera models and photographic equipment from brands like Canon, Nikon, Sony, Olympus, Pentax, and more.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5ODExNjE3Njg1NzI5NDM6MTc0NDA2MzE2NTpzcF9idGY6MzAwNTIzNzY3MzE2MTMyOjowOjo&url=%2FTygot-Resistant-Photographers-Compatible-Panasonic%2Fdp%2FB0CMZJF41S%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.inKGLn7zOpBLcBKym2afr-G4s7-38fajwfLXvfxtQTbhssLDrRfTq1xme7vA4bVOFVwc4i18bVid7mLuClks33H4qSVSTh9J3Manf8rOudEkd2aX9MQoLWPWfC1r6u4Dy3yWhKl5zJQfONU4k3vTlZCYTkEgapJ-W1wVTOBTw49O2RDNuBqooWMt7CbwCpovIY4hZ9ZXvzq9xTs9debicNaj0najVJsXEng0XVY8n8A.O6TCJSRV9bq2vJGzM8YI61ilytQnJJkvggYL2eSDUg0%26dib_tag%3Dse%26keywords%3Dphoto%2Bcamera%26qid%3D1744063165%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Instant Print Camera for Kids - 1080P HD, 48MP, SD Card, Bluetooth, Free App, 3 Rolls Print Paper, Stickers, Fun Filters, Gift for Boys and Girls - Pink Camera for Kids 4-12 y (Pink)",2999,4.2,8,TOES,"🎨 Instant Camera Printing: Capture magical moments and see them printed instantly with inkless thermal printing (4 BPA-free rolls included)! Decorate photos with stickers for endless creative fun.

🦉 Kid-Friendly Design: Owl shape kid camera with cute luminous ears, time-lapse, music, games & more to keep them entertained for hours! Connect to the free downloadable app for additional customization options. A great toddler camera.

📷 High-quality imaging: Our Instant Camera for kids boasts of Dual Lenses, capturing stunning 48MP photos and 1080P videos and 10x zoom for crystal-clear memories for adventures of all kinds. We haven't sacrificed quality for fun!

🦺 Safety & Durable: Our kids camera instant print is BPA-free, built with safe materials, shockproof shell & eco-friendly printing - perfect for little explorers.

🎁 Perfect Gift: The ideal birthday, holiday, or anytime present for boys and girls aged 3-12. Long Battery Life (up to 3 hours). Includes: SD card, USB Type-C cable, and wrist lanyard. Our camera for kids also features Bluetooth.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDk4MjkzNjI3NDAxMTcyOjE3NDQwNjMyNjU6c3BfYXRmX25leHQ6MzAwNDg2NTQ1MjU1MjMyOjowOjo&url=%2FInstant-Print-Camera-Kids-Bluetooth%2Fdp%2FB0DR31TT44%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.MzwWIKET3M3JTnJJwZcYACTa_fAGU5AJ0sKo8zA0Q2R4G05wg-0SkAHq9drYvJeuAD1946Sl2tYW-2P1VEU0FdngAeL5pD_krbX-IGf1EmnG3hqQWdDUjdTqBA_UFaElZ1px1J4clrFBRf8ZY0OmPk5sXt5nErrErWCswFAV4ttGUdJD5zpEPNR3lcEXf3QuuMWjQwAVsuzwwIJeG2TG5MHKvgaG2hHmCJA3VCq-iRM.4xM-D8xpioYY0IzDHwUKX2FIj2H62BQ2LvVBP_NueTs%26dib_tag%3Dse%26keywords%3Dphoto%2Bcamera%26qid%3D1744063265%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Digital Camera FHD 1080P for Kids & Teens, 44MP, 16X Zoom, Anti-Shake, Compact Point & Shoot with 32GB Card, 2 Batteries & Lanyard – Mini Rechargeable Camera for Children, Students & Travel (Purple)",4999,,,KINETIKITCH,"High-Resolution 44MP & FHD 1080P Video – Capture stunning, detailed images and smooth full HD 1080P videos with vibrant colors, perfect for kids, teens, and beginners exploring photography.

16X Digital Zoom & Anti-Shake Technology – Zoom in to capture distant subjects with clarity, while the built-in anti-shake feature ensures blur-free and stable shots for high-quality results.

Compact, Lightweight & Travel-Friendly – Designed for easy portability, this mini point-and-shoot camera is perfect for children, students, and young photographers to carry anywhere with the included lanyard.

Rechargeable with 2 Batteries for Extended Use – Comes with two long-lasting rechargeable batteries, allowing kids to enjoy uninterrupted photography and video recording during school trips, vacations, and special occasions.

32GB Memory Card Included for Instant Use – No need to buy additional storage—this camera comes with a pre-installed 32GB SD card, providing ample space to store thousands of photos and videos.

Simple & User-Friendly Design – With easy button controls and an intuitive menu, this camera is perfect for beginners and young users, making it an ideal gift for birthdays, holidays, and special occasions.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDk4MjkzNjI3NDAxMTcyOjE3NDQwNjMyNjU6c3BfYXRmX25leHQ6MzAwNTAxOTgwMjE1OTMyOjowOjo&url=%2FDigital-Anti-Shake-Compact-Batteries-Lanyard%2Fdp%2FB0DZ2218JQ%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.MzwWIKET3M3JTnJJwZcYACTa_fAGU5AJ0sKo8zA0Q2R4G05wg-0SkAHq9drYvJeuAD1946Sl2tYW-2P1VEU0FdngAeL5pD_krbX-IGf1EmnG3hqQWdDUjdTqBA_UFaElZ1px1J4clrFBRf8ZY0OmPk5sXt5nErrErWCswFAV4ttGUdJD5zpEPNR3lcEXf3QuuMWjQwAVsuzwwIJeG2TG5MHKvgaG2hHmCJA3VCq-iRM.4xM-D8xpioYY0IzDHwUKX2FIj2H62BQ2LvVBP_NueTs%26dib_tag%3Dse%26keywords%3Dphoto%2Bcamera%26qid%3D1744063265%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
DHEESA Mini Kids Camera | HD Toy Camera for Ages 5 to 12 | Fun Camera for Boys and Girls |1080P HD Video Recorder with 2-Inch Display for Young Photographer and Tech-Loving Kids (Blue),599,3.4,12,DHEESA,"● This mini camera for kids captures clear photos and records videos, making it a perfect digital camera for kids aged 2 to 10 years. SD card can be used for storage (not included).

● Our kids camera is designed for children aged 4 to 12 years, featuring easy-to-use controls for taking pictures and recording videos, ideal for young photographers.

● The small camera for kids is lightweight and durable, perfect for little hands, allowing them to enjoy a fun and educational experience with their new kids digital camera.

● Featuring a simple interface, this mini digital camera for kids allows children to easily take pictures and record videos, making it an excellent choice of gadgets for kids.

● This digital kids camera 5 to 10 years old includes video recording capabilities- 1080P(1920x1080) HD video camcorder, offering a fun and interactive experience for children,",https://www.amazon.in/DHEESA-Recorder-Display-Photographer-Tech-Loving/dp/B0DQLHCFRZ/ref=sr_1_19?dib=eyJ2IjoiMSJ9.MzwWIKET3M3JTnJJwZcYACTa_fAGU5AJ0sKo8zA0Q2R4G05wg-0SkAHq9drYvJeuAD1946Sl2tYW-2P1VEU0FdngAeL5pD_krbX-IGf1EmnG3hqQWdDUjdTqBA_UFaElZ1px1J4clrFBRf8ZY0OmPk5sXt5nErrErWCswFAV4ttGUdJD5zpEPNR3lcEXf3QuuMWjQwAVsuzwwIJeG2TG5MHKvgaG2hHmCJA3VCq-iRM.4xM-D8xpioYY0IzDHwUKX2FIj2H62BQ2LvVBP_NueTs&dib_tag=se&keywords=photo+camera&qid=1744063265&sr=8-19
